"","FishID","pop","sex","habitat_temp","pair","state","subgroup","latitude","accl_order","wam_date","wam_length","wam_mass","tenth_perc_MO2_mg_hr","tenth_perc_MO2_mg_hr_kg","ctmax_length","ctmax_mass","ctmax_date","ctmax","cam_date","cam_length","cam_mass","heart_mass","Glucose_MR_pmol_s","FA_MR_pmol_s","LKA_MR_pmol_s","Endogenous_MR_pmol_s"
"282","O3O4G6","OCENJ","M",30.57388,"NJ","NJ","S",39.81,"28 to 12","5/27/19",73,15.9,2.014759211,126.7144158,73,11.6,"6/17/19",37.02,"6/24/19",83,17.2,0.023,48.74238219,32.89584875,39.13793714,46.84318594
"283","O3O4R6","OCENJ","F",30.57388,"NJ","NJ","S",39.81,"28 to 12","5/27/19",80,13.9,2.729414688,196.3607689,80,13.9,"6/18/19",37.33,"6/25/19",83,15.5,0.023,47.23646828,69.07093029,39.18407193,36.48875244
"285","P1G5P6","SOCNJ","F",27.17952,"NJ","NJ","S",39.78,"28 to 12","5/27/19",70,15,2.068418076,137.8945384,70,15,"6/18/19",36.1,"6/25/19",81,16.5,0.024,58.97505928,64.3444067,35.21763449,58.36989093
"287","P1R4P5","SOCNJ","F",27.17952,"NJ","NJ","S",39.78,"28 to 12","5/27/19",76,11.5,1.91962467,166.9238843,76,11.5,"6/17/19",36.37,"6/24/19",81,13.5,0.018,39.8845887,11.28769973,30.43793111,36.70784407
"288","P2G3R5","SOCNJ","F",27.17952,"NJ","NJ","S",39.78,"28 to 12","5/27/19",65,8.6,1.209864207,140.6818845,65,8.6,"6/17/19",36.68,"6/24/19",69,9.4,0.013,31.04050931,19.66853426,25.12573791,29.43462243
"289","P2G5G6","SOCNJ","M",27.17952,"NJ","NJ","S",39.78,"28 to 12","5/27/19",73,11.4,1.212588512,106.3674133,73,11.4,"6/18/19",36.19,"6/25/19",81,12.2,0.016,46.81198852,55.77116786,28.08552915,28.6265526
"290","P3O4R6","NOCNJ","F",27.10122,"NJ","NJ","S",39.87,"28 to 12","5/27/19",69,10.2,1.097931436,107.6403369,69,10.2,"6/18/19",36.3,"6/25/19",72,11.6,0.017,53.66425397,64.11222731,34.31766227,32.90265447
"293","R1R2R4","NOCNJ","F",27.10122,"NJ","NJ","S",39.87,"28 to 12","5/27/19",65,9.6,0.535485816,55.77977253,65,9.6,"6/17/19",36.4,"6/24/19",72,10.4,0.019,57.60437242,38.23355071,35.22015794,45.39867558
"295","R1R4R6","SOCNJ","M",27.17952,"NJ","NJ","S",39.78,"28 to 12","5/27/19",78,14.4,1.427414988,99.12604082,78,14.4,"6/18/19",36.44,"6/25/19",80,16.1,0.02,43.77576916,53.9649166,30.61686628,31.80505501
"296","R2R5G6","SOCNJ","M",27.17952,"NJ","NJ","S",39.78,"28 to 12","5/27/19",80,15.3,3.085073561,201.6387948,80,15.3,"6/17/19",36.9,"6/24/19",78,16.3,0.021,44.29289006,28.46334333,34.71902015,42.14084962
"297","R3O5O6","NOCNJ","F",27.10122,"NJ","NJ","S",39.87,"28 to 12","5/27/19",71,10.1,1.967888217,194.8404175,71,10.1,"6/17/19",37.08,"6/24/19",73,10.7,0.012,30.17003186,18.99978689,20.59769446,31.28307074
