FishID,pop,sex,habitat_temp,pair,state,subgroup,latitude,accl_order,wam_date,wam_length,wam_mass,tenth_perc_MO2_mg_hr,tenth_perc_MO2_mg_hr_kg,ctmax_length,ctmax_mass,ctmax_date,ctmax,cam_date,cam_length,cam_mass,heart_mass,Glucose_MR_pmol_s,FA_MR_pmol_s,LKA_MR_pmol_s,Endogenous_MR_pmol_s
G1P2R5,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,4/11/19,78,12,1.700303777,0.000141692,78,12,5/14/19,33.97,7/23/19,84,11.4,0.01,NA,NA,NA,NA
O1P4P5,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,4/11/19,62,8,1.882315171,0.000235289,62,8,5/15/19,33.32,NA,NA,NA,NA,NA,NA,NA,NA
P1R3G4,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,4/11/19,65,6.2,2.343836408,0.000378038,65,6.2,5/14/19,33.05,7/25/19,71,7.8,0.007,NA,NA,NA,NA
O1R3R6,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,4/11/19,62,8,1.816999964,0.000227125,62,8,5/14/19,34.69,7/24/19,80,13,0.011,NA,NA,NA,NA
O1O2R4,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,4/11/19,69,8.2,2.206924335,0.000269137,69,8.2,5/15/19,33.02,7/24/19,70,9,0.01,NA,NA,NA,NA
R2R4R5,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,4/11/19,70,8.9,3.626448668,0.000407466,70,8.9,5/14/19,33.51,7/23/19,72,10.6,0.012,NA,NA,NA,NA
G3O4G5,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,4/11/19,68,9,3.023989738,0.000335999,68,9,5/15/19,34.74,7/25/19,74,10.7,0.012,NA,NA,NA,NA
O2G3G4,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,4/11/19,72,10,2.718485817,0.000271849,72,10,5/14/19,34.68,7/24/19,75,10.5,0.008,NA,NA,NA,NA
O4G5P6,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,4/11/19,63,6.1,2.369634162,0.000388465,63,6.1,5/15/19,33.63,7/25/19,80,12.1,0.014,NA,NA,NA,NA
P3R5R6,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,4/11/19,59,5,2.36354031,0.000472708,59,5,5/15/19,32.99,7/23/19,66,5.8,0.006,NA,NA,NA,NA
P1G4R5,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,4/24/19,72,11.9,2.438810321,0.000204942,72,11.9,5/1/19,34.5,7/29/19,76,11.7,0.013,NA,NA,NA,NA
G1R2P4,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,4/24/19,68,7.8,2.117065929,0.000271419,68,7.8,5/1/19,34.44,7/30/19,69,7.8,0.006,NA,NA,NA,NA
O1R4P6,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,4/24/19,67,7.6,1.906547639,0.000250862,67,7.6,5/1/19,31.97,NA,NA,NA,NA,NA,NA,NA,NA
O2O4O6,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,4/24/19,76,9.7,1.853766015,0.00019111,76,9.7,5/1/19,32.94,7/29/19,81,12.4,0.013,NA,NA,NA,NA
P1G3G5,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,4/24/19,71,9.2,2.051018411,0.000222937,71,9.2,5/1/19,33.68,NA,NA,NA,NA,NA,NA,NA,NA
O1O3R5,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,4/24/19,77,13.3,3.580701521,0.000269226,77,13.3,5/1/19,35.19,7/30/19,80,13.8,0.011,NA,NA,NA,NA
R1R2O5,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,4/24/19,56,3.9,1.442994732,0.000369999,56,3.9,5/1/19,34.33,NA,NA,NA,NA,NA,NA,NA,NA
P1O5R6,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,4/24/19,70,7.7,2.71157804,0.000352153,70,7.7,5/1/19,33.54,7/26/19,69,7.6,0.009,NA,NA,NA,NA
P2R4G6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,4/24/19,65,5.3,1.594785873,0.000300903,65,5.3,5/1/19,33.91,7/30/19,75,9.1,0.007,NA,NA,NA,NA
R2O4G6,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,4/24/19,65,6.3,2.184930171,0.000346814,65,6.3,5/1/19,34.74,7/29/19,71,8.8,0.0014,NA,NA,NA,NA
G1R3O4,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,4/24/19,74,10.5,4.031063093,0.000383911,74,10.5,5/1/19,33.85,NA,NA,NA,NA,NA,NA,NA,NA
P1P4P6,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,4/24/19,67,6.3,2.467931654,0.000391735,67,6.3,5/1/19,33.66,7/26/19,73,8.8,0.007,NA,NA,NA,NA
G1R4R6,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,4/24/19,66,7.5,1.932956082,0.000257727,66,7.5,5/1/19,34.13,7/26/19,72,10.8,0.011,NA,NA,NA,NA
G1R4G5,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,4/24/19,72,9.9,3.185079006,0.000321725,72,9.9,5/1/19,34.01,7/29/19,70,8.8,0.012,NA,NA,NA,NA
O1O4R5,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,4/24/19,57,4.6,1.943276548,0.000422451,57,4.6,5/1/19,34.57,NA,NA,NA,NA,NA,NA,NA,NA
R3G4R6,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,4/26/19,71,7.8,1.739256952,0.000222982,71,7.8,5/15/19,32.32,7/29/19,76,8.8,0.009,NA,NA,NA,NA
G1O5R6,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,4/26/19,65,7.2,2.194190462,0.000304749,65,7.2,5/15/19,32.87,7/23/19,72,8.3,0.007,NA,NA,NA,NA
O1G3R4,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,4/26/19,65,7.2,2.127196963,0.000295444,65,7.2,5/14/19,32.94,NA,NA,NA,NA,NA,NA,NA,NA
G4G5O6,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,4/26/19,85,19.3,3.178068269,0.000164667,85,19.3,5/15/19,33.84,7/29/19,87,19.1,0.02,NA,NA,NA,NA
G2R4R5,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,4/26/19,55,2.9,1.40423643,0.000484219,55,2.9,5/15/19,33.73,7/25/19,68,5.6,0.007,NA,NA,NA,NA
P1G2O4,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,4/26/19,66,6.1,2.758525923,0.000452217,66,6.1,5/14/19,33.77,7/25/19,71,8.7,0.012,NA,NA,NA,NA
R1P3R6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,4/26/19,60,4.6,1.684663157,0.000366231,60,4.6,5/15/19,33.02,7/23/19,66,6.4,0.005,NA,NA,NA,NA
R4O5R6,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,4/26/19,59,4,1.389700155,0.000347425,59,4,5/14/19,33.75,7/24/19,63,5.4,0.005,NA,NA,NA,NA
R2R3G6,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,4/26/19,58,4.6,1.58005332,0.00034349,58,4.6,5/14/19,33.45,7/25/19,60,4.9,0.007,NA,NA,NA,NA
R2R4P6,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,4/26/19,55,3.3,2.261820862,0.0006854,55,3.3,5/14/19,33.11,7/25/19,61,5.3,0.003,NA,NA,NA,NA
O2G4P5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,4/26/19,76,11.6,2.108563851,0.000181773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R1O2G5,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,4/26/19,70,8.5,1.952795598,0.000229741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G1P3P4,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,4/26/19,58,4.6,1.75734239,0.000382031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G3O5G6,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,4/26/19,67,7.5,1.51546712,0.000202062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R1O5P6,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,4/26/19,67,8,2.286251461,0.000285781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R1O2R4,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,4/26/19,79,13.1,2.609353571,0.000199187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O2R4P6,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,4/26/19,64,7,1.75098294,0.00025014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R2G4R6,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,4/26/19,62,5.1,1.703554866,0.00033403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P2O4O5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,4/26/19,61,5.1,1.52288657,0.000298605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G2O3P6,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,4/27/19,66,5.6,1.344955321,0.000240171,66,5.6,5/3/19,33.1,7/30/19,71,7.6,0.01,NA,NA,NA,NA
P2R3P6,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,4/27/19,67,7.1,2.767483818,0.000389786,67,7.1,5/3/19,34.01,7/29/19,68,9,0.009,NA,NA,NA,NA
P2G4G6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,4/27/19,72,7.7,2.031410876,0.00026382,72,7.7,5/3/19,34.45,NA,NA,NA,NA,NA,NA,NA,NA
O1P2R6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,4/27/19,67,6.4,2.361418825,0.000368972,67,6.4,5/3/19,34.23,7/29/19,69,6.6,0.011,NA,NA,NA,NA
O1O2G5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,4/27/19,77,9.3,2.323917165,0.000249884,77,9.3,5/3/19,33.23,7/30/19,83,13.8,0.016,NA,NA,NA,NA
P1O2P6,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,4/27/19,59,5.5,2.245190281,0.000408216,59,5.5,5/3/19,34.32,NA,NA,NA,NA,NA,NA,NA,NA
R4O5G6,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,4/27/19,75,10,2.964302834,0.00029643,75,10,5/3/19,34.14,7/29/19,75,10.8,0.013,NA,NA,NA,NA
G2R3R6,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,4/27/19,74,9.7,2.397954135,0.000247212,74,9.7,5/3/19,34.99,NA,NA,NA,NA,NA,NA,NA,NA
G3O5P6,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,4/27/19,76,11.6,3.819017121,0.000329226,76,11.6,5/3/19,34.54,7/26/19,75,11.7,0.016,NA,NA,NA,NA
P1G3P4,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,4/27/19,71,9.1,3.238299752,0.000355857,71,9.1,5/3/19,32.86,NA,NA,NA,NA,NA,NA,NA,NA
G1O3G5,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,4/27/19,70,6.8,2.114109348,0.000310898,70,6.8,5/3/19,34.14,7/30/19,72,9.4,0.013,NA,NA,NA,NA
R2G3G5,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,4/27/19,81,12.4,3.056843046,0.00024652,81,12.4,5/3/19,34.14,7/29/19,84,15.1,0.012,NA,NA,NA,NA
P1O3P4,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,4/27/19,75,13.1,3.992385363,0.000304762,75,13.1,5/3/19,35.83,7/26/19,84,15.2,0.015,NA,NA,NA,NA
P3G4O6,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,4/27/19,71,8.8,2.650228054,0.000301162,71,8.8,5/3/19,34.37,NA,NA,NA,NA,NA,NA,NA,NA
R2G5G6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,4/27/19,71,7.8,1.949144291,0.00024989,71,7.8,5/3/19,34.14,7/30/19,73,8.4,0.009,NA,NA,NA,NA
G1O2P5,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,4/27/19,62,5,2.104769817,0.000420954,62,5,5/3/19,34.86,7/30/19,69,6.4,0.007,NA,NA,NA,NA
P2O3O4,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,4/27/19,85,13.8,3.404909831,0.000246733,85,13.8,5/3/19,34.14,7/30/19,85,15.1,0.013,NA,NA,NA,NA
G2O3G6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,4/27/19,70,6.5,1.762291859,0.000271122,70,6.5,5/3/19,32.73,7/30/19,73,7.5,0.01,NA,NA,NA,NA
R3P4R6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,4/27/19,71,6.9,2.1297509,0.00030866,71,6.9,5/3/19,32.96,7/29/19,76,8.9,0.011,NA,NA,NA,NA
O1P4O6,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,5/1/19,64,5.5,1.582337043,287.6976442,64,5.5,5/8/19,34.14,7/29/19,66,7.6,0.008,NA,NA,NA,NA
G3R4O6,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,5/1/19,67,7,1.644376744,234.9109635,67,7,5/8/19,33.8,7/26/19,75,9.8,0.012,NA,NA,NA,NA
O2G3O5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,5/1/19,73,9.3,1.438238046,154.6492523,73,9.3,5/8/19,35.1,7/26/19,82,14,0.019,NA,NA,NA,NA
P2R4O5,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,5/1/19,56,4.3,1.479258897,344.0136969,56,4.3,5/8/19,34.6,NA,NA,NA,NA,NA,NA,NA,NA
R1R2G4,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,5/1/19,60,5.4,1.682634972,311.5990688,60,5.4,5/8/19,33.97,NA,NA,NA,NA,NA,NA,NA,NA
O2G4G6,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,5/1/19,57,4.3,1.298523422,301.9821911,57,4.3,5/8/19,33.72,NA,NA,NA,NA,NA,NA,NA,NA
R2R3O6,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,5/1/19,56,3.7,1.297400784,350.6488605,56,3.7,5/8/19,34.17,7/30/19,67,7.3,0.008,NA,NA,NA,NA
O1G2O5,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,5/1/19,61,5.5,1.789475411,325.3591656,61,5.5,5/8/19,34.62,NA,NA,NA,NA,NA,NA,NA,NA
R2R3R4,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,5/1/19,56,3.9,1.547932429,396.9057511,56,3.9,5/8/19,34.65,7/30/19,66,6.4,0.008,NA,NA,NA,NA
G2R4O6,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,5/1/19,61,5.2,1.321656577,254.1647264,61,5.2,5/8/19,33.54,7/26/19,64,6.2,0.008,NA,NA,NA,NA
P2R4P5,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,5/1/19,67,6.5,1.62932768,250.6657969,67,6.5,5/8/19,33.86,7/29/19,70,7.6,0.007,NA,NA,NA,NA
P2G3O4,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,5/1/19,67,9.3,1.519019314,163.3354101,67,9.3,5/8/19,34.73,NA,NA,NA,NA,NA,NA,NA,NA
R4R5P6,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,5/1/19,69,8.9,1.549422356,174.0923996,69,8.9,5/8/19,34.09,7/26/19,73,10.1,0.007,NA,NA,NA,NA
O2G3O4,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,5/1/19,62,5.9,1.434836274,243.1925889,62,5.9,5/8/19,35.04,7/30/19,73,9.8,0.013,NA,NA,NA,NA
G1O4G5,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,5/1/19,65,5.7,1.705472228,299.2056541,65,5.7,5/8/19,35.19,7/26/19,76,11.5,0.008,NA,NA,NA,NA
P2R3O5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,5/1/19,65,6.3,1.348153697,213.9926504,65,6.3,5/8/19,33.74,7/26/19,72,7.9,0.01,NA,NA,NA,NA
G2O3G5,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,5/1/19,66,6.5,1.67805948,258.162997,66,6.5,5/8/19,33.86,7/26/19,72,8.3,0.009,NA,NA,NA,NA
G1G3R6,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,5/1/19,63,6.1,1.59026696,260.6995017,63,6.1,5/8/19,35.21,7/30/19,75,10.1,0.014,NA,NA,NA,NA
O1P3P4,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,5/1/19,71,8.5,1.397718314,164.4374487,71,8.5,5/8/19,33.8,NA,NA,NA,NA,NA,NA,NA,NA
G1R2P5,NOCNJ,M,27.10122,NJ,NJ,S,39.87,12 to 28,3/21/19,72,6.2,2.276732806,367.2149687,75,7.5,3/28/19,36.6,6/28/19,71,8,0.007,NA,NA,NA,NA
G1R4P6,OCENJ,M,30.57388,NJ,NJ,S,39.81,12 to 28,3/21/19,78,8.8,2.140488756,243.2373586,78,8.8,4/3/19,36.4,6/26/19,76,12,0.011,NA,NA,NA,NA
G2G3R5,NOCNJ,F,27.10122,NJ,NJ,S,39.87,12 to 28,3/21/19,80,10,1.950754036,195.0754036,80,10,4/3/19,36,6/26/19,76,12,0.007,NA,NA,NA,NA
G2O4G6,NOCNJ,M,27.10122,NJ,NJ,S,39.87,12 to 28,3/21/19,72,5.8,1.603597987,276.4824115,72,5.8,3/28/19,36.1,NA,NA,NA,NA,NA,NA,NA,NA
G2P4G5,SOCNJ,F,27.17952,NJ,NJ,S,39.78,12 to 28,3/21/19,90,12.8,1.622288046,126.7412536,90,12.8,4/3/19,36.3,6/26/19,85,15.1,0.014,NA,NA,NA,NA
G4G5R6,NOCNJ,M,27.10122,NJ,NJ,S,39.87,12 to 28,3/21/19,75,7.5,1.566653147,208.8870862,75,7.5,4/3/19,36.4,6/26/19,81,13.2,0.011,NA,NA,NA,NA
O1G3O6,NOCNJ,F,27.10122,NJ,NJ,S,39.87,12 to 28,3/21/19,77,8.4,1.400107498,166.679464,77,8.4,4/3/19,35.9,NA,NA,NA,NA,NA,NA,NA,NA
O1O2R5,NOCNJ,F,27.10122,NJ,NJ,S,39.87,12 to 28,3/21/19,81,9,1.993549344,221.5054827,81,9,3/28/19,35.5,6/26/19,77,11.1,0.014,NA,NA,NA,NA
O2O4R5,NOCNJ,F,27.10122,NJ,NJ,S,39.87,12 to 28,3/21/19,85,10.6,2.03207848,191.7055169,85,10.6,3/28/19,36.5,NA,NA,NA,NA,NA,NA,NA,NA
P1G2R3,SOCNJ,M,27.17952,NJ,NJ,S,39.78,12 to 28,3/21/19,75,7.3,2.467920725,338.0713323,75,7.3,4/3/19,35.7,6/26/19,77,11.2,0.014,NA,NA,NA,NA
P1G4G5,NOCNJ,F,27.10122,NJ,NJ,S,39.87,12 to 28,3/21/19,91,13.8,2.740096715,198.557733,91,13.8,3/28/19,36.3,6/28/19,81,16,0.014,NA,NA,NA,NA
P2O4G5,SOCNJ,F,27.17952,NJ,NJ,S,39.78,12 to 28,3/21/19,75,7.5,2.922063512,389.6084682,75,7.5,3/28/19,36,6/28/19,71,10.8,0.009,NA,NA,NA,NA
R1G2P4,NOCNJ,F,27.10122,NJ,NJ,S,39.87,12 to 28,3/21/19,80,9.2,2.059430695,223.8511624,80,9.2,3/28/19,35.9,6/26/19,70,9.7,0.012,NA,NA,NA,NA
R1G3R5,SOCNJ,M,27.17952,NJ,NJ,S,39.78,12 to 28,3/21/19,78,8.3,1.468820133,176.9662811,78,8.3,4/3/19,35,6/26/19,79,12.2,0.013,NA,NA,NA,NA
R1O2P6,SOCNJ,F,27.17952,NJ,NJ,S,39.78,12 to 28,3/21/19,94,16.4,3.395664493,207.052713,94,16.4,3/28/19,36.1,6/28/19,84,19.1,0.021,NA,NA,NA,NA
R3G5O6,OCENJ,M,30.57388,NJ,NJ,S,39.81,12 to 28,3/21/19,73,6.4,3.218408133,502.8762707,73,6.4,3/28/19,35.6,6/26/19,75,10.8,0.011,NA,NA,NA,NA
R3R5R6,SOCNJ,M,27.17952,NJ,NJ,S,39.78,12 to 28,3/21/19,83,9.5,1.508669839,158.8073515,83,9.5,3/28/19,35.4,6/27/19,78,12.7,0.01,NA,NA,NA,NA
G1O2G6,OCENJ,F,30.57388,NJ,NJ,S,39.81,12 to 28,4/2/19,74,9.1,2.054763362,225.7981716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O1R2G5,OCENJ,M,30.57388,NJ,NJ,S,39.81,12 to 28,4/2/19,75,7.1,2.134547271,300.6404607,75,7.1,4/9/19,36.8,6/27/19,71,9.5,0.011,NA,NA,NA,NA
O2G5R6,OCENJ,M,30.57388,NJ,NJ,S,39.81,12 to 28,4/2/19,70,6.5,1.991800899,306.4309075,70,6.5,4/9/19,35.7,6/27/19,66,8.5,0.007,NA,NA,NA,NA
O2R5R6,OCENJ,M,30.57388,NJ,NJ,S,39.81,12 to 28,4/2/19,75,7.2,2.803372956,389.357355,75,7.2,4/9/19,36.4,6/28/19,67,9.1,0.009,NA,NA,NA,NA
O3G5R6,SOCNJ,F,27.17952,NJ,NJ,S,39.78,12 to 28,4/2/19,81,10,3.574111298,357.4111298,81,10,4/9/19,36.6,6/27/19,82,13.4,0.012,NA,NA,NA,NA
