FishID,pop,sex,habitat_temp,pair,state,subgroup,latitude,accl_order,wam_date,wam_length,wam_mass,tenth_perc_MO2_mg_hr,tenth_perc_MO2_mg_hr_kg,ctmax_length,ctmax_mass,ctmax_date,ctmax,cam_date,cam_length,cam_mass,heart_mass,Glucose_MR_pmol_s,FA_MR_pmol_s,LKA_MR_pmol_s,Endogenous_MR_pmol_s
O3O4G5,SOCNJ,M,27.17952,NJ,NJ,S,39.78,12 to 28,4/2/19,89,11.9,2.81040283,236.168305,89,11.9,4/9/19,35.4,NA,NA,NA,NA,NA,NA,NA,NA
O4O5R6,OCENJ,F,30.57388,NJ,NJ,S,39.81,12 to 28,4/2/19,95,15.9,3.458119806,217.4918117,95,15.9,4/9/19,36.4,6/28/19,86,15.5,0.02,NA,NA,NA,NA
P1G5O6,SOCNJ,F,27.17952,NJ,NJ,S,39.78,12 to 28,4/2/19,85,13.7,3.119926852,227.731887,85,13.7,4/9/19,35.8,6/28/19,75,12.2,0.012,NA,NA,NA,NA
P1R3R5,OCENJ,F,30.57388,NJ,NJ,S,39.81,12 to 28,4/2/19,90,13.2,0.959753145,72.7085716,90,13.2,4/9/19,36.3,6/27/19,78,12.1,0.014,NA,NA,NA,NA
P2R4G5,OCENJ,F,30.57388,NJ,NJ,S,39.81,12 to 28,4/2/19,82,10.6,3.123603701,294.6795944,82,10.6,4/9/19,35.5,6/27/19,78,11.8,0.013,NA,NA,NA,NA
R1R2R6,OCENJ,F,30.57388,NJ,NJ,S,39.81,12 to 28,4/2/19,75,7.6,1.866182283,245.5503004,75,7.6,4/9/19,36.3,6/26/19,70,9.4,0.01,NA,NA,NA,NA
R1R3G6,OCENJ,M,30.57388,NJ,NJ,S,39.81,12 to 28,4/2/19,75,7.3,1.732613606,237.3443295,75,7.3,4/9/19,36.5,6/27/19,76,10.7,0.011,NA,NA,NA,NA
R1R5P6,SOCNJ,M,27.17952,NJ,NJ,S,39.78,12 to 28,4/2/19,87,11.4,2.741538199,240.485807,87,11.4,4/9/19,35.4,NA,NA,NA,NA,NA,NA,NA,NA
R2O3O5,SOCNJ,M,27.17952,NJ,NJ,S,39.78,12 to 28,4/2/19,74,7.6,1.740044479,228.9532209,74,7.6,4/9/19,36.2,6/27/19,70,8.8,0.006,NA,NA,NA,NA
R2P4O5,OCENJ,M,30.57388,NJ,NJ,S,39.81,12 to 28,4/2/19,76,8.6,2.228479346,259.1255054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G1O3G6,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,6/18/19,70,7.4,1.12023651,151.3833122,70,7.4,7/8/19,36.07,8/1/19,72,8.6,0.012,48.19348694,17.78570936,24.679854,22.7015271
R3P4G5,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,6/18/19,78,11.1,1.629317026,146.7853176,78,11.1,7/8/19,34.79,8/1/19,80,12.4,0.016,49.30874449,36.35002291,29.92629821,27.89982072
O2R3G6,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,6/18/19,80,11.1,1.283602612,115.639875,80,11.1,7/8/19,35.19,NA,NA,NA,NA,NA,NA,NA,NA
P3O5G6,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,6/18/19,68,7.7,1.165039035,151.3037707,68,7.7,7/8/19,35.8,7/31/19,72,8.7,0.015,28.10649898,21.94088834,20.9849104,18.66762668
G1P2O3,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,6/18/19,68,7,1.186002355,169.4289079,68,7,7/8/19,36.49,7/31/19,69,7.8,0.01,21.23973348,7.020798633,25.21599482,17.53555906
G2R3G6,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,6/18/19,65,7.1,1.397436119,196.8219886,65,7.1,7/8/19,35.89,8/1/19,71,8.3,0.012,46.80688425,30.95574299,26.63483193,25.60754988
P1O3G4,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,6/18/19,73,8.9,1.3100426,147.1957977,73,8.9,7/8/19,35.86,7/31/19,75,9.5,0.014,37.04039966,29.21436437,28.41230909,28.42804757
G1O4P5,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,6/18/19,80,10.7,1.289857428,120.5474232,80,10.7,7/8/19,35.3,8/1/19,83,11.7,0.019,41.68375607,28.93861126,28.76310344,31.91219742
O1G2G3,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,6/18/19,70,8,1.250471008,156.308876,70,8,7/8/19,34.47,7/31/19,74,9.5,0.012,24.52739144,24.52666259,20.13731051,8.619399241
O2O5R6,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,6/18/19,64,6,1.171539226,195.2565377,64,6,7/8/19,36.21,7/31/19,65,6.4,0.01,22.1682966,15.18582831,18.69351596,16.81818564
G2O3O6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,6/18/19,71,6.6,1.156450359,175.2197513,71,6.6,7/9/19,36.46,8/1/19,71,7.1,0.008,28.59551062,19.74276615,14.63635176,20.33559675
G1G2R4,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,6/18/19,68,6.2,1.096839569,176.9096078,68,6.2,7/8/19,36.28,7/31/19,67,7.1,0.01,20.42313793,21.7892409,22.07998715,23.36292271
P1G3O5,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,6/18/19,66,5.5,1.13850369,207.0006708,66,5.5,7/8/19,36.12,7/31/19,65,6.8,0.007,22.17045817,23.25445918,25.90995712,24.60062045
G1O4O5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,6/18/19,78,11.8,1.532979221,129.9134933,78,11.8,7/8/19,35.39,7/31/19,83,14.1,0.017,39.08905485,32.71423438,34.23481421,36.93699215
P4G5G6,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,6/18/19,82,13.3,1.531812915,115.1739034,82,13.3,7/8/19,37.5,8/1/19,82,14,0.023,53.21677017,47.53106626,32.14849813,33.81277976
R2G5O6,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,6/18/19,81,10,1.250869332,125.0869332,81,10,7/8/19,35.5,8/1/19,82,10.6,0.016,31.55551834,24.1073455,16.31400706,29.05559639
R1G3P6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,6/18/19,72,7.6,1.295648605,170.4800795,72,7.6,7/8/19,36.09,7/31/19,79,8.6,0.011,36.59335364,19.30668646,19.83670894,17.66834001
R3G5P6,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,6/19/19,86,15.5,1.522521097,98.22716753,86,15.5,7/9/19,37.2,8/1/19,90,16.7,0.026,66.61081457,34.78527077,42.66829684,42.05451358
G1O3R4,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,6/19/19,83,11.8,1.277881559,108.2950474,83,11.8,7/9/19,37.1,8/1/19,86,12.9,0.016,51.54531771,30.43791042,30.7779431,24.77273007
R2O5G6,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,6/19/19,94,15,1.310856728,87.3904485,94,15,7/8/19,36.78,8/1/19,92,17.4,0.029,70.95574228,35.52415554,36.60944887,37.64881107
G2P3P4,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,6/19/19,75,8.1,1.121382069,138.4422307,75,8.1,7/8/19,37.46,7/31/19,77,8.9,0.01,24.67806154,22.03049584,24.95103844,23.90844249
G3G5G6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,6/19/19,71,7,1.109793391,158.5419131,71,7,7/8/19,36.78,7/31/19,72,7.5,0.013,27.17092555,20.09707703,22.58642699,14.83118895
O1R2G3,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,6/19/19,57,6.5,1.222127803,188.019662,57,6.5,7/8/19,36.55,7/31/19,63,7.5,0.008,26.12804271,21.48441863,21.22318854,22.48262168
P3G5R6,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,6/19/19,75,9.8,1.475975041,150.6096981,75,9.8,7/8/19,34.96,7/31/19,76,10.9,0.012,41.30766954,27.6526081,28.0390773,28.02225028
R1G4R6,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,6/19/19,81,11.8,1.643758713,139.3015858,81,11.8,7/8/19,36.86,8/1/19,81,12.8,0.018,58.67513908,38.40385897,33.75284424,32.0496879
G1O2P6,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,6/19/19,72,7.4,1.094080792,147.8487557,72,7.4,7/8/19,36.33,7/31/19,75,8.9,0.011,27.40706591,18.91285648,25.19487593,24.56088694
O2R5P6,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,6/19/19,55,3.6,0.925277352,257.0214866,55,3.6,7/9/19,33.75,8/1/19,59,4,0.008,24.21108201,17.06641366,14.05416303,13.34478585
O1G5R6,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,6/19/19,75,9.5,1.34130752,141.1902653,75,9.5,7/9/19,36.83,8/1/19,73,11,0.015,40.57768932,32.20901284,25.19355694,23.33514014
G2O4P5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,6/19/19,69,6.4,1.195395365,186.7805257,69,6.4,7/8/19,36.55,7/31/19,69,7.1,0.012,26.64523145,25.67380378,28.40972998,28.26936742
R4R5G6,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,6/19/19,82,14.4,1.60739942,111.6249597,82,14.4,7/8/19,37.07,7/31/19,84,17.3,0.029,62.86867128,42.37556331,NA,44.96570705
O2P4G5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,6/19/19,75,10.5,1.442484265,137.3794538,75,10.5,7/9/19,36.19,8/1/19,76,11.3,0.023,32.81755679,29.77477987,25.03473668,26.70835642
G3G4O5,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,6/19/19,65,6.3,1.142949983,181.4206322,65,6.3,7/8/19,34.85,7/31/19,66,7,0.012,30.54136861,12.41681165,22.46444129,19.35921768
G1G3G6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,6/19/19,79,8.7,1.289387347,148.2054421,79,8.7,7/9/19,35.22,8/1/19,78,9.6,0.014,38.36444131,23.62766022,30.1950041,29.68115482
O1O5G6,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,6/19/19,61,5,1.09586511,219.1730221,61,5,7/9/19,35.75,8/1/19,66,5.6,0.01,26.90467254,11.65278205,13.32335649,14.0514439
O2O3G4,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,6/19/19,70,6.3,1.182643627,187.7212106,70,6.3,7/8/19,36.59,7/31/19,71,7.4,0.012,26.37426788,16.72042975,23.54476412,23.89261206
P2O4R6,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,6/20/19,73,9.1,1.233407494,135.539285,73,9.1,7/9/19,35.27,8/5/19,77,9.5,0.019,36.16412066,24.24838168,22.55332909,22.44142366
G3P4G5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,6/20/19,79,10.9,1.26894792,116.4172403,79,10.9,7/9/19,36.86,8/5/19,82,11,0.014,38.44513251,NA,26.57445085,24.45604646
G1G2G4,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,6/20/19,76,11.6,1.338949497,115.4266808,76,11.6,7/9/19,35.42,8/5/19,76,11.5,0.012,35.6828465,20.21590802,18.5610743,25.52717711
P1P2R4,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,6/20/19,68,8.2,1.29450143,157.8660281,68,8.2,7/9/19,36.97,8/5/19,71,9.3,0.012,32.45854583,23.62735778,19.44645428,19.01155209
P2R3G6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,6/20/19,77,9.5,1.290768369,135.8703546,77,9.5,7/9/19,36.21,8/5/19,78,10.8,0.013,34.13308452,39.63247184,23.60039077,22.40281071
O1P2G5,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,6/20/19,59,4.9,1.218855673,248.7460558,59,4.9,7/9/19,36.13,8/5/19,61,5.4,0.007,16.53681446,10.83112014,7.764410512,9.422911796
O1R5P6,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,6/20/19,71,8.5,1.240087317,145.8926255,71,8.5,7/9/19,34.79,8/5/19,74,7.1,0.013,29.66268739,9.73335482,20.62637031,11.56412634
P4G5R6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,6/20/19,65,5.6,1.216181808,217.1753229,65,5.6,7/9/19,35.43,8/5/19,66,6.3,0.007,17.5651061,7.290534129,12.97681478,11.10932513
G1G2P3,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,6/20/19,67,7.6,1.233870868,162.35143,67,7.6,7/9/19,35.04,8/5/19,70,7.7,0.011,33.04534616,12.06120237,19.04216858,16.80320348
O1R2O5,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,6/20/19,74,9.8,1.255493102,128.1115411,74,9.8,7/9/19,35.84,8/5/19,76,10.6,0.013,39.75742691,23.55271612,17.10704454,19.86221555
P2G4G5,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,6/20/19,70,8.1,1.08064143,133.4125222,70,8.1,7/9/19,36.57,8/5/19,72,8.2,0.013,28.42144159,5.226575876,20.40860139,16.39274929
O2R5O6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,6/20/19,63,4.8,1.175245466,244.8428054,63,4.8,7/9/19,36.8,8/1/19,61,6,0.007,22.09043941,17.83781587,15.11565335,14.58949505
G2G3G4,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,6/20/19,72,8.9,1.387996945,155.954713,72,8.9,7/9/19,36.64,8/5/19,75,10,0.013,34.09906508,NA,19.92938192,17.5831457
P1O4G5,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,6/20/19,72,8.9,1.346395903,151.2804385,72,8.9,7/9/19,36.21,8/5/19,76,9.5,0.011,26.45778907,24.11603974,20.48313598,15.95551739
P1P2G5,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,6/20/19,71,8.2,1.146323448,139.7955425,71,8.2,7/9/19,36.1,8/5/19,74,9.6,0.01,30.97303026,21.80359887,19.96348932,18.47114905
R1R3P5,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,6/20/19,59,4.1,1.037743572,253.1081883,59,4.1,7/9/19,36.21,8/5/19,66,4.6,0.01,17.92442861,13.60734217,9.715712251,10.74796761
G2P3R5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,6/20/19,66,6.3,1.26977526,201.5516286,66,6.3,7/9/19,36.3,8/5/19,61,7.1,0.008,28.6876804,NA,20.37797945,16.5267256
G1O2G5,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,6/20/19,66,6.2,1.174970868,189.5114303,66,6.2,7/9/19,35.76,8/5/19,68,7.1,0.006,31.0163648,30.57368777,12.22275778,12.91098372
R1O5O6,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,6/20/19,60,4.8,0.950476644,198.0159675,60,4.8,7/9/19,36.05,8/5/19,62,5.3,0.006,22.82663802,NA,14.33719947,11.9319979
G2G3R6,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,6/20/19,59,4.5,1.161007717,258.001715,59,4.5,7/9/19,36.11,8/5/19,61,5,0.007,18.2269469,NA,8.128986679,9.277332149
O1G4P6,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,6/21/19,74,8,1.169200969,146.1501212,74,8,7/10/19,34.46,8/6/19,75,9.3,0.015,41.42421164,NA,28.71389917,23.83486844
R3R5O6,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,6/21/19,80,10.5,1.498268249,142.6922142,80,10.5,7/10/19,34.04,8/7/19,80,11.9,0.02,37.5617468,25.73494431,NA,NA
O2G3P5,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,6/21/19,72,9.5,1.561421248,164.3601313,72,9.5,7/10/19,35.65,8/6/19,74,10.3,0.011,36.11022482,33.88144681,51.87396023,27.62687585
R2O3P4,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,6/21/19,67,8.1,1.308608652,161.5566238,67,8.1,7/10/19,35.45,8/6/19,71,8.3,0.011,26.24245744,NA,26.76971346,19.53951949
R2P4R6,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,6/21/19,63,5.8,1.065425644,183.6940765,63,5.8,7/10/19,35.19,8/6/19,64,5.6,0.007,23.91733667,21.76863132,20.68898338,3.882462658
G1R3O5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,6/21/19,80,13.6,1.658689594,121.9624702,80,13.6,7/10/19,36.2,8/6/19,70,14.2,0.025,45.13861364,NA,47.6091696,40.75838219
G1O4R6,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,6/21/19,75,10,1.573902499,157.3902499,75,10,7/10/19,35.31,8/7/19,78,11.2,0.019,39.8676325,31.88595511,30.615026,NA
G1G3P5,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,6/21/19,67,6.9,1.383537915,200.5127413,67,6.9,7/10/19,35.07,8/6/19,71,7.7,0.012,60.55050714,36.98962694,31.66584032,25.0840475
O1O3O6,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,6/21/19,75,10.7,1.43235241,133.8647112,75,10.7,7/10/19,36.35,8/7/19,79,11.5,0.014,40.63009972,33.79190465,32.21900402,29.5736551
O2R3G5,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,6/21/19,66,6,1.482162577,247.0270961,66,6,7/10/19,35.35,8/6/19,68,7.2,0.01,38.66502838,NA,26.07097604,22.45208419
G1O2P3,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,6/21/19,58,4.1,1.201141768,292.9614067,58,4.1,7/10/19,34.92,8/6/19,59,4,0.008,24.09511684,20.53982087,18.96889766,11.79574213
P2G3G4,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,6/21/19,64,5.9,1.290760621,218.7729867,64,5.9,7/10/19,35.11,8/7/19,64,6.3,0.007,26.77053748,14.49565182,16.63127929,13.88183747
R2P3G5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,6/21/19,74,9.9,1.445163317,145.9760927,74,9.9,7/10/19,36.89,8/6/19,74,9.8,0.013,28.21883406,31.16413616,32.74600652,26.71160707
P3G5O6,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,6/21/19,80,10.5,1.552696363,147.8758441,80,10.5,7/10/19,36,8/7/19,69,7.7,0.017,31.36471421,22.75055268,24.33796507,26.10992791
G1G3O6,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,6/21/19,74,9.8,1.314258759,134.1080366,74,9.8,7/10/19,36.2,8/7/19,73,10.2,0.014,32.31274194,22.4357345,25.84513679,23.43619655
R2G3P4,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,6/21/19,74,7.5,1.236673121,164.8897494,74,7.5,7/10/19,35.78,8/6/19,71,8.1,0.01,27.73762556,22.52417123,26.22842611,21.28462075
G3R4O5,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,6/21/19,81,10.6,1.808751878,170.6369697,81,10.6,7/10/19,35.67,8/7/19,81,11.5,0.02,44.94308615,32.79105542,33.11840797,32.44160434
G2R5G6,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,6/21/19,75,8.9,1.349995439,151.6848808,75,8.9,7/10/19,35.27,8/6/19,72,9.1,0.011,28.75457975,21.92833124,20.43687185,21.55368087
O3P4G6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,6/21/19,68,6.8,1.395372204,205.2017948,68,6.8,7/10/19,36,8/6/19,66,6.7,0.008,33.77440799,NA,21.46187537,14.64667737
R1P5O6,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,6/24/19,71,7.9,2.013344174,254.8536929,71,7.9,7/10/19,36.21,8/6/19,74,8.6,0.01,30.78757141,23.30182631,28.99085256,26.603147
G3O4R5,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,6/24/19,80,10.5,1.669743611,159.023201,80,10.5,7/10/19,35.76,8/7/19,79,11.5,0.017,49.76995853,28.9785964,33.6981948,29.10700588
G2P5P6,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,6/24/19,70,8.3,1.574738145,189.7274873,70,8.3,7/10/19,35.64,8/6/19,71,9.4,0.011,46.60417171,31.13825256,21.117587,18.89706986
O4O5O6,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,6/24/19,77,8.7,2.135215423,245.4270601,77,8.7,7/10/19,36.93,8/6/19,77,9.4,0.015,39.79132139,NA,36.63197746,19.08856457
R1O2P3,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,6/24/19,67,7.8,1.669155736,213.9943252,67,7.8,7/10/19,36.1,8/6/19,67,8.5,0.016,28.68304771,NA,21.4560641,17.27921525
P1O3R5,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,6/24/19,66,5.6,1.752013462,312.8595468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P1P3O6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,6/24/19,65,6.4,1.385864798,216.5413747,65,6.4,7/10/19,35.84,8/6/19,66,7,0.011,27.62527555,NA,24.73205536,19.9829264
R1P2R6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,6/24/19,64,5.4,1.594216744,295.2253231,64,5.4,7/10/19,35.84,8/6/19,67,6.2,0.009,23.72223286,NA,21.55529036,16.80254491
P2R3R4,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,6/24/19,68,6,1.88464318,314.1071967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P2R5O6,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,6/25/19,75,8.8,5.101842994,579.7548857,75,8.8,7/11/19,34.26,8/7/19,75,9.6,0.018,52.4299549,29.97459319,30.70621917,25.34780718
O1G3G5,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,6/25/19,65,7.7,3.931586531,510.5956533,65,7.7,7/12/19,35.17,NA,NA,NA,NA,NA,NA,NA,NA
G1G2R6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,6/25/19,71,9,4.715341003,523.9267781,71,9,7/11/19,35.56,8/7/19,72,9.7,0.011,29.57631414,17.11116332,17.16251054,15.59798078
G1O3R5,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,6/25/19,63,6,4.47879179,746.4652984,63,6,7/12/19,36.06,NA,NA,NA,NA,NA,NA,NA,NA
O1G2G6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,6/25/19,61,5.7,4.243193449,744.4199033,61,5.7,7/11/19,35.27,8/7/19,64,6.6,0.007,30.53422785,19.76017323,17.91309906,16.13513638
G1R2R5,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,6/25/19,75,10.5,5.763935974,548.9462832,75,10.5,7/12/19,35.74,NA,NA,NA,NA,NA,NA,NA,NA
G1P3O6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,6/25/19,71,7.7,5.400994081,701.4278027,71,7.7,7/11/19,35.01,8/7/19,72,8.6,0.01,31.07774284,19.00073681,17.98542859,14.33692136
G2R3P6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,6/25/19,65,6.6,4.155371584,629.6017552,65,6.6,7/11/19,35.32,8/7/19,69,6.9,0.007,14.23655191,16.10310559,15.65212999,14.95207063
R1R4O5,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,6/25/19,69,7.6,4.057080064,533.8263242,69,7.6,7/12/19,36.75,NA,NA,NA,NA,NA,NA,NA,NA
P2P3G4,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,6/25/19,63,5.7,4.563551255,800.6230272,63,5.7,7/11/19,36.47,8/7/19,64,6.5,0.013,30.3005949,17.79581091,18.72078498,NA
O1G4G6,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,6/25/19,64,5.8,4.074346124,702.4734697,64,5.8,7/12/19,36.38,NA,NA,NA,NA,NA,NA,NA,NA
G1R3R4,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,6/25/19,75,8.3,4.908943286,591.4389501,75,8.3,7/11/19,36.07,NA,NA,NA,NA,NA,NA,NA,NA
R1R2R3,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,6/25/19,74,9.5,4.33095006,455.88948,74,9.5,7/12/19,36.52,NA,NA,NA,NA,NA,NA,NA,NA
O1R2P6,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,6/25/19,81,12.6,5.19598892,412.380073,81,12.6,7/11/19,35.84,8/7/19,79,13.1,0.023,61.87901389,43.26417957,39.27420872,39.05113044
P2O4G6,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,6/25/19,60,5.1,4.498534354,882.0655596,60,5.1,7/12/19,35.36,NA,NA,NA,NA,NA,NA,NA,NA
G4G5P6,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,6/25/19,81,12.2,5.237712034,429.3206585,81,12.2,7/12/19,36.9,NA,NA,NA,NA,NA,NA,NA,NA
G1R2G4,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,6/25/19,60,4.8,4.217130262,878.5688045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O3G5P6,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,6/25/19,71,8.4,4.120768806,490.567715,71,8.4,7/11/19,36.22,8/7/19,71,8.2,0.009,30.85611922,18.97294101,22.82307892,18.18673715
O3G5G6,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,6/25/19,68,6.6,5.250844463,795.5824943,68,6.6,7/11/19,34.6,8/7/19,69,7.2,0.012,20.23863222,12.10145136,20.43238907,15.94219822
O3O5R6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,7/2/19,75,7.1,1.389628497,0.000195722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R1P4O6,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,7/2/19,69,8.4,1.578868914,0.000187961,69,8.4,7/12/19,36,NA,NA,NA,NA,NA,NA,NA,NA
G2G5G6,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,7/2/19,71,9.4,3.03017514,0.000322359,71,9.4,7/12/19,36.3,NA,NA,NA,NA,NA,NA,NA,NA
P1R2R3,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,7/2/19,74,9.9,2.084165227,0.000210522,74,9.9,7/12/19,37.17,NA,NA,NA,NA,NA,NA,NA,NA
