FishID,pop,sex,habitat_temp,pair,state,subgroup,latitude,accl_order,length,mass,Date,accl_temp,CTmax,phenotype
P2G3P6,NOC,M,27.10122,NJ,NJ,S,39.87,12 to 28,70,5.2,3/25/19,12,34.9,CTmax
P1O3R4,NOC,M,27.10122,NJ,NJ,S,39.87,12 to 28,92,12.9,3/25/19,12,35.2,CTmax
R1P2O5,NOC,M,27.10122,NJ,NJ,S,39.87,12 to 28,80,7.8,3/25/19,12,33.9,CTmax
R2P5P6,OCE,F,30.57388,NJ,NJ,S,39.81,12 to 28,84,9.3,3/25/19,12,34.4,CTmax
G1O3R6,SOC,M,27.17952,NJ,NJ,S,39.78,12 to 28,78,8.3,3/25/19,12,35,CTmax
G1R2R6,SOC,M,27.17952,NJ,NJ,S,39.78,12 to 28,77,7.1,3/25/19,12,35.2,CTmax
R1O2P4,SOC,M,27.17952,NJ,NJ,S,39.78,12 to 28,79,9.1,3/25/19,12,34.7,CTmax
G1R3G5,SOC,M,27.17952,NJ,NJ,S,39.78,12 to 28,80,8.4,3/25/19,12,35.6,CTmax
R3O4O6,NOC,F,27.10122,NJ,NJ,S,39.87,12 to 28,65,6.5,3/27/19,12,36,CTmax
R1O2O5,NOC,F,27.10122,NJ,NJ,S,39.87,12 to 28,63,6.1,3/27/19,12,35.8,CTmax
O1O3R4,NOC,F,27.10122,NJ,NJ,S,39.87,12 to 28,64,6.8,3/27/19,12,35.9,CTmax
R2R4R6,NOC,F,27.10122,NJ,NJ,S,39.87,12 to 28,60,5.6,3/27/19,12,36.7,CTmax
R2P3G4,NOC,M,27.10122,NJ,NJ,S,39.87,12 to 28,46,2.4,3/27/19,12,35.3,CTmax
R2O3O6,NOC,M,27.10122,NJ,NJ,S,39.87,12 to 28,54,4.1,3/27/19,12,36.4,CTmax
O1G3P6,OCE,M,30.57388,NJ,NJ,S,39.81,12 to 28,73,10,3/27/19,12,36.2,CTmax
R3P5G6,OCE,M,30.57388,NJ,NJ,S,39.81,12 to 28,68,8.7,3/27/19,12,36.3,CTmax
G1O5P6,OCE,M,30.57388,NJ,NJ,S,39.81,12 to 28,76,11.9,3/27/19,12,35.6,CTmax
P3R4R5,OCE,M,30.57388,NJ,NJ,S,39.81,12 to 28,75,10.8,3/27/19,12,36.5,CTmax
P1G4O5,SOC,M,27.17952,NJ,NJ,S,39.78,12 to 28,72,11.7,3/27/19,12,35.6,CTmax
P1G4G5,NOC,F,27.10122,NJ,NJ,S,39.87,12 to 28,91,13.8,3/28/19,12,36.3,CTmax
O2O4R5,NOC,F,27.10122,NJ,NJ,S,39.87,12 to 28,85,10.6,3/28/19,12,36.5,CTmax
R1G2P4,NOC,F,27.10122,NJ,NJ,S,39.87,12 to 28,80,9.2,3/28/19,12,35.9,CTmax
O1O2R5,NOC,F,27.10122,NJ,NJ,S,39.87,12 to 28,81,9,3/28/19,12,35.5,CTmax
G1R2P5,NOC,M,27.10122,NJ,NJ,S,39.87,12 to 28,75,7.5,3/28/19,12,36.6,CTmax
G2O4G6,NOC,M,27.10122,NJ,NJ,S,39.87,12 to 28,72,5.8,3/28/19,12,36.1,CTmax
R3G5O6,OCE,M,30.57388,NJ,NJ,S,39.81,12 to 28,73,6.4,3/28/19,12,35.6,CTmax
R1O2P6,SOC,F,27.17952,NJ,NJ,S,39.78,12 to 28,94,16.4,3/28/19,12,36.1,CTmax
P2O4G5,SOC,F,27.17952,NJ,NJ,S,39.78,12 to 28,75,7.5,3/28/19,12,36,CTmax
R3R5R6,SOC,M,27.17952,NJ,NJ,S,39.78,12 to 28,83,9.5,3/28/19,12,35.4,CTmax
O1G3O6,NOC,F,27.10122,NJ,NJ,S,39.87,12 to 28,77,8.4,4/3/19,12,35.9,CTmax
O1R2O4,NOC,F,27.10122,NJ,NJ,S,39.87,12 to 28,85,10.8,4/3/19,12,36.4,CTmax
G2G3R5,NOC,F,27.10122,NJ,NJ,S,39.87,12 to 28,80,10,4/3/19,12,36,CTmax
P2G4P5,NOC,M,27.10122,NJ,NJ,S,39.87,12 to 28,71,6.5,4/3/19,12,36,CTmax
G4G5R6,NOC,M,27.10122,NJ,NJ,S,39.87,12 to 28,75,7.5,4/3/19,12,36.4,CTmax
G1R4P6,OCE,M,30.57388,NJ,NJ,S,39.81,12 to 28,78,8.8,4/3/19,12,36.4,CTmax
R3R4G6,SOC,F,27.17952,NJ,NJ,S,39.78,12 to 28,68,5.7,4/3/19,12,35.7,CTmax
G2P4G5,SOC,F,27.17952,NJ,NJ,S,39.78,12 to 28,90,12.8,4/3/19,12,36.3,CTmax
R1G3R5,SOC,M,27.17952,NJ,NJ,S,39.78,12 to 28,78,8.3,4/3/19,12,35,CTmax
P1G2R3,SOC,M,27.17952,NJ,NJ,S,39.78,12 to 28,75,7.3,4/3/19,12,35.7,CTmax
O4O5R6,OCE,F,30.57388,NJ,NJ,S,39.81,12 to 28,95,15.9,4/9/19,12,36.4,CTmax
P2R4G5,OCE,F,30.57388,NJ,NJ,S,39.81,12 to 28,82,10.6,4/9/19,12,35.5,CTmax
P1R3R5,OCE,F,30.57388,NJ,NJ,S,39.81,12 to 28,90,13.2,4/9/19,12,36.3,CTmax
O4G5G6,OCE,F,30.57388,NJ,NJ,S,39.81,12 to 28,93,15.3,4/9/19,12,36.1,CTmax
R1R2R6,OCE,F,30.57388,NJ,NJ,S,39.81,12 to 28,75,7.6,4/9/19,12,36.3,CTmax
O2R5R6,OCE,M,30.57388,NJ,NJ,S,39.81,12 to 28,75,7.2,4/9/19,12,36.4,CTmax
R1R3G6,OCE,M,30.57388,NJ,NJ,S,39.81,12 to 28,75,7.3,4/9/19,12,36.5,CTmax
O2G5R6,OCE,M,30.57388,NJ,NJ,S,39.81,12 to 28,70,6.5,4/9/19,12,35.7,CTmax
O1R2G5,OCE,M,30.57388,NJ,NJ,S,39.81,12 to 28,75,7.1,4/9/19,12,36.8,CTmax
R1O2R5,OCE,M,30.57388,NJ,NJ,S,39.81,12 to 28,81,8.8,4/9/19,12,35.1,CTmax
P3R4G6,SOC,F,27.17952,NJ,NJ,S,39.78,12 to 28,75,7.3,4/9/19,12,35.6,CTmax
G2O3R5,SOC,F,27.17952,NJ,NJ,S,39.78,12 to 28,80,8.7,4/9/19,12,34.8,CTmax
O3G5R6,SOC,F,27.17952,NJ,NJ,S,39.78,12 to 28,81,10,4/9/19,12,36.6,CTmax
G1R2G5,SOC,F,27.17952,NJ,NJ,S,39.78,12 to 28,79,8.9,4/9/19,12,35.8,CTmax
P1G5O6,SOC,F,27.17952,NJ,NJ,S,39.78,12 to 28,85,13.7,4/9/19,12,35.8,CTmax
R1R5P6,SOC,M,27.17952,NJ,NJ,S,39.78,12 to 28,87,11.4,4/9/19,12,35.4,CTmax
O3O4G5,SOC,M,27.17952,NJ,NJ,S,39.78,12 to 28,89,11.9,4/9/19,12,35.4,CTmax
R2O3O5,SOC,M,27.17952,NJ,NJ,S,39.78,12 to 28,74,7.6,4/9/19,12,36.2,CTmax
O2O3G5,NOC,F,27.10122,NJ,NJ,S,39.87,28 to 12,64,6.6,3/26/19,28,42.3,CTmax
O1G2G5,NOC,M,27.10122,NJ,NJ,S,39.87,28 to 12,NA,4,3/26/19,28,42.7,CTmax
R3O5G6,OCE,M,30.57388,NJ,NJ,S,39.81,28 to 12,64,7.6,3/26/19,28,42.2,CTmax
P3O5O6,OCE,M,30.57388,NJ,NJ,S,39.81,28 to 12,66,8.2,3/26/19,28,42.6,CTmax
R2O3G4,SOC,F,27.17952,NJ,NJ,S,39.78,28 to 12,NA,13,3/26/19,28,42.7,CTmax
P1R4P5,SOC,F,27.17952,NJ,NJ,S,39.78,28 to 12,77,11,3/26/19,28,41.8,CTmax
P1G5P6,SOC,F,27.17952,NJ,NJ,S,39.78,28 to 12,81,14.4,3/26/19,28,42.1,CTmax
G1R4O6,SOC,M,27.17952,NJ,NJ,S,39.78,28 to 12,NA,11,3/26/19,28,42.5,CTmax
R2R5G6,SOC,M,27.17952,NJ,NJ,S,39.78,28 to 12,75,14.6,3/26/19,28,42.4,CTmax
O1P2R4,NOC,F,27.10122,NJ,NJ,S,39.87,28 to 12,NA,6,3/28/19,28,42.9,CTmax
G2P4R6,OCE,F,30.57388,NJ,NJ,S,39.81,28 to 12,70,8.4,3/28/19,28,42.4,CTmax
O1G2R5,OCE,F,30.57388,NJ,NJ,S,39.81,28 to 12,73,12.4,3/28/19,28,42.6,CTmax
O2P3O6,OCE,M,30.57388,NJ,NJ,S,39.81,28 to 12,75,11.5,3/28/19,28,42.8,CTmax
O2O4G6,OCE,M,30.57388,NJ,NJ,S,39.81,28 to 12,71,10.8,3/28/19,28,42.4,CTmax
R2G4G5,OCE,M,30.57388,NJ,NJ,S,39.81,28 to 12,64,6.6,3/28/19,28,42.2,CTmax
R1P4R5,SOC,M,27.17952,NJ,NJ,S,39.78,28 to 12,80,14.1,3/28/19,28,43,CTmax
R3G4O6,SOC,M,27.17952,NJ,NJ,S,39.78,28 to 12,70,10.2,3/28/19,28,42.7,CTmax
G2R4P5,NOC,F,27.10122,NJ,NJ,S,39.87,28 to 12,66,7.2,4/2/19,28,42.5,CTmax
O1P5R6,NOC,F,27.10122,NJ,NJ,S,39.87,28 to 12,80,13.6,4/2/19,28,42.9,CTmax
O2P4P5,NOC,F,27.10122,NJ,NJ,S,39.87,28 to 12,88,17.8,4/2/19,28,42.7,CTmax
G1O2O6,NOC,F,27.10122,NJ,NJ,S,39.87,28 to 12,73,10.5,4/2/19,28,42.9,CTmax
P1R2R6,NOC,M,27.10122,NJ,NJ,S,39.87,28 to 12,68,7.5,4/2/19,28,42.7,CTmax
O2R4G5,NOC,M,27.10122,NJ,NJ,S,39.87,28 to 12,65,7,4/2/19,28,42.2,CTmax
G2O3P5,NOC,M,27.10122,NJ,NJ,S,39.87,28 to 12,71,10.9,4/2/19,28,42.8,CTmax
G3G4R5,NOC,M,27.10122,NJ,NJ,S,39.87,28 to 12,59,4.2,4/2/19,28,42,CTmax
P1P2R3,NOC,M,27.10122,NJ,NJ,S,39.87,28 to 12,70,10.2,4/2/19,28,42.4,CTmax
G2G3O4,OCE,F,30.57388,NJ,NJ,S,39.81,28 to 12,86,15.6,4/2/19,28,43,CTmax
G2R4P6,OCE,M,30.57388,NJ,NJ,S,39.81,28 to 12,83,16.3,4/2/19,28,42.6,CTmax
O1G2O6,OCE,M,30.57388,NJ,NJ,S,39.81,28 to 12,67,8.5,4/2/19,28,42.8,CTmax
R1P2R3,OCE,M,30.57388,NJ,NJ,S,39.81,28 to 12,67,7.6,4/2/19,28,42.9,CTmax
P1O2R6,OCE,M,30.57388,NJ,NJ,S,39.81,28 to 12,72,10.7,4/2/19,28,42.6,CTmax
O3O4G6,OCE,M,30.57388,NJ,NJ,S,39.81,28 to 12,79,15.7,4/2/19,28,42.2,CTmax
O1G3G4,OCE,M,30.57388,NJ,NJ,S,39.81,28 to 12,78,12.5,4/2/19,28,42.2,CTmax
R1R4G5,OCE,M,30.57388,NJ,NJ,S,39.81,28 to 12,71,9.1,4/2/19,28,42.6,CTmax
R1O2P5,SOC,M,27.17952,NJ,NJ,S,39.78,28 to 12,59,5.8,4/2/19,28,42.3,CTmax
G2G3O5,SOC,M,27.17952,NJ,NJ,S,39.78,28 to 12,67,7.5,4/2/19,28,42.4,CTmax
P1R3O6,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,60,5.2,4/29/19,12,34.72,CTmax
G1R2O5,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,62,7.5,4/29/19,12,35,CTmax
P3R4R6,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,65,5.7,4/29/19,12,33.79,CTmax
O4G5R6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,57,3.3,4/29/19,12,34.84,CTmax
R1R5G6,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,72,8.3,4/29/19,12,35.05,CTmax
R2G3R4,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,56,4.3,4/29/19,12,33.31,CTmax
G2O5R6,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,74,8.7,4/29/19,12,34.58,CTmax
P1O3R6,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,61,5.1,4/29/19,12,34.8,CTmax
O1R3G4,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,57,5.3,4/29/19,12,35.58,CTmax
R1O4G6,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,65,6.7,4/29/19,12,34.69,CTmax
G2R3G5,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,66,6.9,4/29/19,12,34.23,CTmax
P3O5G6,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,69,7.8,4/30/19,28,41.51,CTmax
R1P2G5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,74,10.2,4/30/19,28,41.14,CTmax
G3G5G6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,68,6.7,4/30/19,28,41.13,CTmax
O2O3G4,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,66,5.7,4/30/19,28,41.25,CTmax
O2R3O6,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,74,10,4/30/19,28,41.56,CTmax
O2P4G5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,72,10.1,4/30/19,28,41.57,CTmax
O2R5O6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,63,4.7,4/30/19,28,41.25,CTmax
R3P4G5,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,76,11.8,4/30/19,28,41.27,CTmax
G1G2G4,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,68,9.1,4/30/19,28,41.93,CTmax
P2G4G5,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,66,7.4,4/30/19,28,41.34,CTmax
G1O2G5,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,63,6.3,4/30/19,28,41.12,CTmax
P2O4R6,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,76,8.6,4/30/19,28,40.73,CTmax
G2G3R6,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,56,4.1,4/30/19,28,41.33,CTmax
G3P4G5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,72,9,4/30/19,28,41.49,CTmax
G2G3G4,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,70,8.9,4/30/19,28,41.71,CTmax
G2P3R5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,63,5.9,4/30/19,28,41.81,CTmax
O1R2R5,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,65,7.1,4/30/19,28,41.26,CTmax
G2P3G5,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,69,7.2,4/30/19,28,41.67,CTmax
O3G4G5,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,72,13.5,4/30/19,28,41.48,CTmax
P1O4O5,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,72,11.3,4/30/19,28,41.55,CTmax
P1O5R6,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,70,7.7,5/1/19,12,33.54,CTmax
R3G5G6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,60,4.5,5/1/19,12,34,CTmax
G3P4O6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,68,5.7,5/1/19,12,34.25,CTmax
P1P4P6,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,67,6.3,5/1/19,12,33.66,CTmax
G1R4R6,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,66,7.5,5/1/19,12,34.13,CTmax
R2O4G6,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,65,6.3,5/1/19,12,34.74,CTmax
O2O4O6,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,76,9.7,5/1/19,12,32.94,CTmax
R2G4O6,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,79,13.1,5/1/19,12,34.81,CTmax
G1R4G5,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,72,9.9,5/1/19,12,34.01,CTmax
P1G4R5,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,72,11.9,5/1/19,12,34.5,CTmax
P2R4G6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,65,5.3,5/1/19,12,33.91,CTmax
G1R2P4,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,68,7.8,5/1/19,12,34.44,CTmax
O1O3R5,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,77,13.3,5/1/19,12,35.19,CTmax
R1R2O5,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,56,3.9,5/1/19,12,34.33,CTmax
O1O4R5,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,57,4.6,5/1/19,12,34.57,CTmax
G1R3O4,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,74,10.5,5/1/19,12,33.85,CTmax
O1R4P6,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,67,7.6,5/1/19,12,31.97,CTmax
P1G3G5,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,71,9.2,5/1/19,12,33.68,CTmax
G1O2P6,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,67,7.9,5/2/19,28,41.74,CTmax
P1G3O5,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,62,5.4,5/2/19,28,41.44,CTmax
O2O5R6,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,62,5.5,5/2/19,28,41.64,CTmax
G1G2R4,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,66,6.1,5/2/19,28,41.45,CTmax
G1P2O3,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,67,6.6,5/2/19,28,40.96,CTmax
P1O3G4,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,71,9.1,5/2/19,28,41.63,CTmax
G2P3P4,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,71,8.1,5/2/19,28,41.45,CTmax
G1O3R4,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,80,13.2,5/2/19,28,40.73,CTmax
P1R2G3,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,69,8,5/2/19,28,41.35,CTmax
R2G5O6,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,74,11.4,5/2/19,28,41.22,CTmax
R3G5P6,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,85,15.6,5/2/19,28,41.96,CTmax
R2O5G6,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,92,16.1,5/2/19,28,41.6,CTmax
P4G5G6,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,80,13.4,5/2/19,28,42.07,CTmax
O1R5P6,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,69,8.3,5/2/19,28,41.37,CTmax
P1O4G5,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,70,10.6,5/2/19,28,41.51,CTmax
P2R3G6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,73,9,5/2/19,28,41.05,CTmax
O2R3G6,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,75,11.2,5/2/19,28,41.63,CTmax
P3G4G5,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,78,8.9,5/2/19,28,41.52,CTmax
O2O3P5,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,60,4.9,5/2/19,28,40.88,CTmax
G2G4O6,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,79,12,5/2/19,28,41.55,CTmax
P1O3P4,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,75,13.1,5/3/19,12,35.83,CTmax
G3O5P6,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,76,11.6,5/3/19,12,34.54,CTmax
R2G3G5,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,81,12.4,5/3/19,12,34.14,CTmax
P1G2P5,DIME,F,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,59,4.5,5/3/19,12,34.47,CTmax
R3P4R6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,71,6.9,5/3/19,12,32.96,CTmax
O1P2R6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,67,6.4,5/3/19,12,34.23,CTmax
R4O5G6,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,75,10,5/3/19,12,34.14,CTmax
P2R3P6,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,67,7.1,5/3/19,12,34.01,CTmax
P2O3O4,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,85,13.8,5/3/19,12,34.14,CTmax
G1O3G5,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,70,6.8,5/3/19,12,34.14,CTmax
G2O3G6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,70,6.5,5/3/19,12,32.73,CTmax
G2O3P6,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,66,5.6,5/3/19,12,33.1,CTmax
G1O2P5,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,62,5,5/3/19,12,34.86,CTmax
R2G5G6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,71,7.8,5/3/19,12,34.14,CTmax
O1O2G5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,77,9.3,5/3/19,12,33.23,CTmax
G2R3R6,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,74,9.7,5/3/19,12,34.99,CTmax
P2G4G6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,72,7.7,5/3/19,12,34.45,CTmax
P3G4O6,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,71,8.8,5/3/19,12,34.37,CTmax
P1O2P6,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,59,5.5,5/3/19,12,34.32,CTmax
P1G3P4,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,71,9.1,5/3/19,12,32.86,CTmax
G2R5G6,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,68,7.4,5/6/19,28,41.3,CTmax
R1O2P3,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,62,6.8,5/6/19,28,41.85,CTmax
R1P2R6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,63,5.2,5/6/19,28,41.5,CTmax
R2O3P4,OCME,F,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,66,6,5/6/19,28,41.62,CTmax
O3P4G6,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,69,5.8,5/6/19,28,41.33,CTmax
R2P3G5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,69,8.3,5/6/19,28,41.18,CTmax
O4O5O6,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,71,7.9,5/6/19,28,42.05,CTmax
O1R2P6,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,82,13.4,5/6/19,28,41.8,CTmax
P3G5O6,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,75,9.2,5/6/19,28,40.78,CTmax
R3R5O6,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,76,9,5/6/19,28,41.03,CTmax
G3R4O5,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,80,9,5/6/19,28,41.16,CTmax
G2G5P6,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,28 to 12,62,5.4,5/6/19,28,41.43,CTmax
O3O5R6,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,71,5.5,5/6/19,28,40.94,CTmax
P1P2G6,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,28 to 12,76,9.2,5/6/19,28,41.63,CTmax
P1R2R3,RVMA,F,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,70,9.1,5/6/19,28,42.08,CTmax
G2G5G6,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,68,8.9,5/6/19,28,41.8,CTmax
G1R3G4,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,28 to 12,62,4.6,5/6/19,28,40.55,CTmax
O2R4R6,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,28 to 12,82,12,5/6/19,28,41.52,CTmax
R1P3O6,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,80,12.5,5/6/19,28,42.26,CTmax
P1R3P4,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,28 to 12,57,5.5,5/6/19,28,42.06,CTmax
G3P5P6,PENME,F,21.35523,PENME-DIME,ME,N,44.4663861,28 to 12,84,14.3,5/6/19,28,41.52,CTmax
G2O3G5,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,66,6.5,5/8/19,12,33.86,CTmax
G1O4G5,DIME,M,16.92318,PENME-DIME,ME,N,44.165011,12 to 28,65,5.7,5/8/19,12,35.19,CTmax
O2G3O5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,73,9.3,5/8/19,12,35.1,CTmax
P2R3O5,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,65,6.3,5/8/19,12,33.74,CTmax
R4R5P6,PEAME,F,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,69,8.9,5/8/19,12,34.09,CTmax
R1O2G6,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,62,4.8,5/8/19,12,34.41,CTmax
G2R4O6,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,61,5.2,5/8/19,12,33.54,CTmax
G3R4O6,PENME,M,21.35523,PENME-DIME,ME,N,44.4663861,12 to 28,67,7,5/8/19,12,33.8,CTmax
O1P4O6,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,64,5.5,5/8/19,12,34.14,CTmax
P2R4P5,PEAME,M,15.63283,OCME-PEAME,ME,N,44.29059,12 to 28,67,6.5,5/8/19,12,33.86,CTmax
O2G3O4,EHMA,F,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,62,5.9,5/8/19,12,35.04,CTmax
R2R3R4,OCME,M,18.06903,OCME-PEAME,ME,N,44.421147,12 to 28,56,3.9,5/8/19,12,34.65,CTmax
G1G3R6,RVMA,M,23.49572,RVMA-EHMA,MA,N,41.674169,12 to 28,63,6.1,5/8/19,12,35.21,CTmax
R2R3O6,EHMA,M,19.31422,RVMA-EHMA,MA,N,41.82633,12 to 28,56,3.7,5/8/19,12,34.17,CTmax
