pop,datetime,date,time,MMT
TENJ,8/16/18 15:00,8/16/18,15:00,31.064
TENJ,8/17/18 3:00,8/17/18,3:00,30.255
TENJ,8/17/18 15:00,8/17/18,15:00,32.086
TENJ,8/18/18 3:00,8/18/18,3:00,31.37
TENJ,8/18/18 15:00,8/18/18,15:00,32.497
TENJ,8/19/18 6:00,8/19/18,6:00,30.356
TENJ,8/19/18 18:00,8/19/18,18:00,28.754
TENJ,8/20/18 6:00,8/20/18,6:00,27.468
TENJ,8/20/18 18:00,8/20/18,18:00,28.555
TENJ,8/21/18 6:00,8/21/18,6:00,27.961
TENJ,8/21/18 18:00,8/21/18,18:00,28.754
TENJ,8/22/18 9:00,8/22/18,9:00,29.053
TENJ,8/22/18 21:00,8/22/18,21:00,28.853
TENJ,8/23/18 9:00,8/23/18,9:00,27.665
TENJ,8/23/18 21:00,8/23/18,21:00,28.159
TENJ,8/24/18 9:00,8/24/18,9:00,27.764
TENJ,8/24/18 21:00,8/24/18,21:00,29.053
TENJ,8/25/18 9:00,8/25/18,9:00,28.555
TENJ,8/25/18 21:00,8/25/18,21:00,28.754
TENJ,8/26/18 12:00,8/26/18,12:00,29.252
TENJ,8/27/18 0:00,8/27/18,0:00,29.752
TENJ,8/27/18 12:00,8/27/18,12:00,30.054
TENJ,8/28/18 0:00,8/28/18,0:00,30.558
TENJ,8/28/18 12:00,8/28/18,12:00,31.268
TENJ,8/29/18 0:00,8/29/18,0:00,31.37
TENJ,8/29/18 12:00,8/29/18,12:00,31.88
TENJ,8/30/18 0:00,8/30/18,0:00,31.574
TENJ,8/30/18 12:00,8/30/18,12:00,32.6
TENJ,8/31/18 0:00,8/31/18,0:00,32.086
TENJ,8/31/18 15:00,8/31/18,15:00,29.752
